,id,brand,car_model,type,desc,problem,datetime,status
349,573177,长安福特,翼搏,2016款 1.5L  自动 运动典藏版,长安福特翼搏发动机故障灯亮抖动无法加速,"A9,A24,A34,B334,",2021-02-21,厂家受理
350,573175,广汽丰田,雷凌,2019款 185T CVT 豪华版 国VI,广汽丰田雷凌车身B柱装饰板开胶变形,"H179,",2021-02-21,信息审核
351,573173,一汽丰田,亚洲龙,2019款 双擎 2.5L XLE 尊贵版 国Ⅵ,一汽丰田亚洲龙机油乳化增多存在质量问题,"A339,A13,",2021-02-21,信息审核
352,573172,一汽-大众,迈腾,2017款 330TSI DSG 领先型,一汽大众迈腾变速箱无奇数挡存在质量问题,"B20,B84,",2021-02-21,用户评分
353,573171,一汽丰田,RAV4荣放,2016款 2.0L CVT 两驱 风尚版 国V,一汽丰田RAV4荣放后尾灯灯罩开裂进水,"H88,H220,I295,",2021-02-21,信息审核
354,573165,长安福特,翼虎,2017款 EcoBoost 180 两驱 精翼型,长安福特翼虎车内异味希望厂家处理问题,"H185,",2021-02-21,处理反馈
355,573163,上汽大众,途观L,2019款 330TSI 自动 两驱 全景舒适版 国VI,上汽大众途观L变速箱异响希望尽快处理,"B33,",2021-02-20,用户评分
356,573162,广汽本田,锋范,2017款 1.5L CVT 舒适版,广汽本田锋范冷车启动时发动机异响严重,"A9,",2021-02-20,处理反馈
357,573161,北京现代,菲斯塔,2019款 280TGDi 运动版 国VI,北京现代菲斯塔保养记录未上传影响质保,"J299,",2021-02-20,用户评分
358,573157,一汽-大众,宝来,2016款 1.6L 手动 舒适型,一汽大众宝来车身生锈刹车与方向机异响,"D59,E43,H79,",2021-02-20,处理反馈
359,573156,广汽丰田,凯美瑞,2007款 240G 豪华版,￼广汽丰田凯美瑞仪表台开裂老化严重,"H176,",2021-02-20,信息审核
360,573152,北京现代,途胜,2015款 1.6T   双离合 两驱 智能型,北京现代途胜升级后出现动力下降噪音大,"A339,A38,A163,O348,Q323,",2021-02-20,信息审核
361,573151,吉利汽车,嘉际,2021款 1.8TD DCT 豪华型,吉利嘉际经销商承诺提供旅游基金未兑现,"L313,",2021-02-20,处理反馈
362,573150,东风日产,天籁,2021款 2.0L XL 舒适版,东风日产天籁前挡玻璃有裂痕希望厂家处理,"H113,",2021-02-20,处理反馈
363,573146,上汽大众,途观L,2017款 380TSI 四驱 旗舰版,上汽大众途观L变速箱处于紧急运行模式,"B19,B96,",2021-02-20,用户评分
364,573145,一汽丰田,卡罗拉,2021款 1.2T S-CVT 先锋版,一汽丰田卡罗拉变速箱顿挫异响严重,"B33,B19,",2021-02-20,信息审核
365,573143,海马汽车,海马S5,2018款 1.5T CVT 旗舰型,海马S5中控黑屏360倒车影像有误差,"H134,",2021-02-20,信息审核
366,573140,上汽大众斯柯达,速派,2016款 TSI280 DSG 创行版,斯柯达速派变速箱挂挡机构故障要求召回,"B77,",2021-02-20,处理反馈
367,573139,长安福特,锐际,2020款 EcoBoost 245 四驱 嘉享款,长安福特锐际4S店未使用厂家规定机油,"Q349,",2021-02-20,厂家受理
368,573138,北京现代,领动,2018款 1.4T 双离合 炫动·活力型,北京现代领动更换转向柱后异响未能解决,"D59,",2021-02-20,处理反馈
369,573137,东风本田,艾力绅,2019款 2.0L 混动至尊版,东风本田艾力绅行驶中深踩油门排放报警,"A34,",2021-02-20,处理反馈
370,573134,长安福特,翼虎,2015款 1.5L GTDi 两驱风尚型 5座,长安福特翼虎左后轮下摆臂生锈断裂,"G210,",2021-02-20,处理反馈
371,573133,一汽丰田,亚洲龙,2019款 双擎 2.5L XLE 尊贵版 国Ⅵ,一汽丰田亚洲龙机油增多无法解决,"A339,",2021-02-20,信息审核
372,573132,长安福特,蒙迪欧,2018款 EcoBoost 200 时尚型,长安福特蒙迪欧发票时间提前导致脱保,"I281,O353,",2021-02-20,处理反馈
373,573130,一汽-大众,探岳,2020款 330TSI 两驱 豪华智联版,一汽大众探岳颗粒捕捉器堵塞油耗增加,"A85,A114,",2021-02-20,处理反馈
374,573129,北京越野,北京BJ20,2018款 1.5T CVT 豪华型,北京BJ20右门车漆脱落 左后门开启异响,"H81,H72,",2021-02-20,处理反馈
375,573128,吉利汽车,远景X6,2020款 1.4T CVT 尊贵型,吉利远景X6转向异响 车漆开裂 胎压报警,"D59,H81,H203,",2021-02-20,处理反馈
376,573118,一汽-大众,速腾,2014款 1.6L 自动 舒适型 改款,一汽大众速腾车灯老化脱落存在质量问题,"H220,",2021-02-20,处理反馈
377,573117,东风日产,天籁,2020款 2.0L XL 舒适版,东风日产天籁更换发动机后容易熄火,"A14,",2021-02-20,处理反馈
378,573114,广汽本田,飞度,2006款 飞度 1.5 CVT,广汽本田飞度变速箱D挡失灵出现窜车现象,"B246,",2021-02-20,处理反馈
379,573112,长安福特,福睿斯,2015款 1.5L 自动 时尚型,长安福特福睿斯气囊和ESP故障灯亮,"H170,H103,",2021-02-20,厂家受理
380,573111,奇瑞汽车,艾瑞泽5,2016款 1.5L 手动 领跑版,奇瑞艾瑞泽5全车多处生锈无法解决,"H79,",2021-02-20,用户评分
381,573110,广汽乘用车,传祺GS5 Super,2016款 1.8T 自动 四驱 豪华导航版,广汽传祺GS5 Super车顶大面积掉漆,"H81,",2021-02-20,用户评分
382,573109,东风日产,逍客,2019款 2.0L CVT 智享版,东风日产逍客发动机故障4S店反复消除故障码,"A34,",2021-02-20,处理反馈
383,573107,广汽丰田,雷凌,2021款 双擎 1.8H E-CVT 运动版,广汽丰田雷凌中控台主驾驶一侧下饰板开裂,"H168,",2021-02-20,信息审核
384,573103,一汽丰田,RAV4荣放,2020款 2.0L CVT 四驱 风尚版,一汽丰田RAV4荣放主副驾驶车窗晃动异响,"H72,",2021-02-20,信息审核
385,573091,上汽大通,上汽大通MAXUS G50,2021款 1.5T 自动 尊享版,上汽大通MAXUS G50关闭ESP后变速箱抖动,"B95,",2021-02-20,处理反馈
386,573089,一汽红旗,红旗H5,2020款 1.5T DCT 旗韵版,一汽红旗H5优科豪马轮胎未受外力出现鼓包,"F39,",2021-02-20,信息审核
387,573088,长城汽车,哈弗H2s,2017款 1.5T 自动 精英型 红标,哈弗H2s胎压监测传感器故障4S店无配件,"H203,N318,",2021-02-20,处理反馈
388,573087,吉利汽车,帝豪GL,2019款 1.4T CVT 精英智享版,吉利帝豪GL前风挡玻璃密封条翘起,"H48,",2021-02-20,处理反馈
389,573083,奇瑞汽车,瑞虎8,2020款 290TGDI 自动 精英版,奇瑞瑞虎8内饰异响一直未得到解决,"H164,",2021-02-20,处理反馈
390,573081,东风悦达起亚,智跑,2019款 2.0L 自动 智享豪华版,东风悦达起亚智跑发动机异响拉缸,"A9,A329,",2021-02-20,处理反馈
391,573079,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳大灯发白亮度不足影响安全,"H82,",2021-02-20,信息审核
392,573075,吉利新能源,帝豪新能源,2016款 EV 精英型 三厢,吉利帝豪新能源空调暖风加热器损坏,"H101,",2021-02-20,处理反馈
393,573074,一汽-大众奥迪,奥迪Q3,2018款 30 TFSI 标准型 30周年年型,一汽大众奥迪Q3转向异响希望尽快处理,"D59,",2021-02-20,信息审核
394,573073,一汽-大众奥迪,奥迪Q5,2017款 2.0T 40 TFSI 技术型,一汽大众奥迪Q5刹车异响一直未解决,"E43,I295,",2021-02-20,信息审核
395,573072,长安马自达,马自达3 昂克赛拉,2020款 2.0L 自动 质炫版,长安马自达昂克赛拉中控屏幕自动重启,"H134,J298,",2021-02-20,处理反馈
396,573066,领克,领克01,2019款 2.0T 两驱型 Pro版 国VI,领克01启动时发动机异响4S店无法解决,"A9,",2021-02-20,处理反馈
397,573065,一汽丰田,RAV4荣放,2020款 2.0L CVT 两驱 风尚版,一汽丰田RAV4荣放行驶中前排车窗玻璃异响,"H72,",2021-02-20,信息审核
398,573064,吉利汽车,缤越,2019款 260T DCT 游侠 运动款 国V,吉利缤越4S店安装挡泥板操作流程不规范,"J299,",2021-02-20,处理反馈
399,573062,上汽集团,荣威360,2018款 1.5L 手动 豪华版 PLUS,上汽荣威360发动机故障无法启动要求解决,"A44,I297,",2021-02-20,用户评分
400,573060,吉利汽车,帝豪GS,2019款 1.4T CVT 雅,吉利帝豪GS变速箱异响转向异响车机卡顿,"B33,D59,H134,",2021-02-20,处理反馈
401,573059,东风雪铁龙,天逸 C5 AIRCROSS,2020款 400THP 旗舰型,东风雪铁龙天逸C5 AIRCROSS发动机缺缸,"A24,A34,",2021-02-20,处理反馈
402,573057,一汽-大众奥迪,奥迪Q3,2017款 35 TFSI 时尚型,一汽大众奥迪Q3变速箱机电单元损坏故障灯亮,"B96,B84,",2021-02-20,信息审核
403,573054,一汽-大众,高尔夫,2016款 1.4TSI 自动 R-Line,一汽大众高尔夫变速箱机电单元损坏,"B115,",2021-02-20,用户评分
404,573053,吉利汽车,远景X6,2016款 1.8L 手动 豪华型,吉利远景X6油箱口与十字轴生锈 密封条脱落,"H79,H48,",2021-02-20,处理反馈
405,573052,一汽-大众,迈腾,2020款 330TSI DSG 领先型,一汽大众迈腾变速箱机电控制单元故障,"B84,B115,",2021-02-20,处理反馈
406,573051,一汽奔腾,奔腾B70,2021款 1.5T 自动 尊享型,一汽奔腾B70电子挡把同款不同配置望解决,"H264,",2021-02-20,处理反馈
407,573050,一汽-大众奥迪,奥迪Q3,2015款 35 TFSI 舒适型,一汽大众奥迪Q3日间行灯出现发黄现象,"H82,",2021-02-20,信息审核
408,573048,华晨宝马,宝马X1,2014款 sDrive18i 运动设计套装 5座,华晨宝马X1转向助力失效导致打方向沉重,"D156,D57,",2021-02-20,信息审核
409,573047,零跑汽车,零跑S01,2020款 460 标准版,零跑S01续航能力充电时间相差很大,"M284,",2021-02-20,信息审核
410,573044,BEIJING汽车,绅宝D50,2019款 1.5L CVT 豪华版 国V,绅宝D50经销商更换变速箱油后出现异响,"B33,J300,",2021-02-20,用户评分
411,573039,东风乘用车,奕炫GS,2020款 230T 自动 越酷版,东风风神奕炫GS右前侧半轴出现漏油的现象,"G51,",2021-02-20,处理反馈
412,573038,东南汽车,东南DX3,2017款 1.5T 手动 旗舰型,东南DX3车辆行驶时转向异响严重,"D59,",2021-02-20,处理反馈
413,573037,一汽-大众,速腾,2018款 280TSI DSG熠动版,一汽大众速腾高压泵异响厂家不予解决,"A9,",2021-02-20,处理反馈
414,573035,上汽大众斯柯达,昕锐,2018款 1.6L 手动 舒适版,斯柯达昕锐变速箱漏油行驶时变速箱有异响,"B33,B22,",2021-02-20,处理反馈
415,573034,东风本田,本田UR-V,2020款 370TURBO 四驱 尊享版,东风本田UR-V发动机变速箱连接处渗油,"B22,",2021-02-20,处理反馈
416,573033,吉利汽车,帝豪GS,2018款 1.4T 手动 运动版 领尚型,吉利帝豪GS离合器不回弹导致无法挂挡,"C267,",2021-02-20,处理反馈
417,573030,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳后排座椅异响 中控台异响,"H93,H169,",2021-02-20,处理反馈
418,573028,广汽丰田,凯美瑞,2008款 240G 2.4 自动 NAVI 豪华导航版,广汽丰田凯美瑞仪表台老化影响驾驶安全,"H176,",2021-02-20,信息审核
419,573027,广汽本田,凌派,2019款 180Turbo CVT 豪华版 国VI,广汽本田凌派涡轮增压器故障变速箱漏油,"A189,B22,",2021-02-20,处理反馈
420,573025,上汽大众,途观,2017款 300TSI 自动 两驱 丝绸之路舒适版,上汽大众途观底盘异响 喷油嘴漏油,"A53,G56,",2021-02-20,处理反馈
421,573023,广汽本田,飞度,2016款 1.5L LX CVT 舒适型,广汽本田飞度冷车启动时发动机出现打齿声,"A9,",2021-02-20,处理反馈
422,573020,上汽集团,名爵3,2013款 1.3L 手动 舒适版,上汽名爵3发动机异响 正时链条拉长,"A45,",2021-02-20,用户评分
423,573019,一汽-大众,速腾,2019款 280TSI DSG 舒适型 国VI,一汽大众速腾发动机烧机油希望厂家解决,"A63,",2021-02-20,处理反馈
424,573016,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳大灯发白夜晚亮度不足,"H82,",2021-02-20,处理反馈
425,573015,东风本田,本田UR-V,2020款 370TURBO 两驱 尊雅版,东风本田UR-V低速松开刹车踏板有明显异响,"E43,",2021-02-20,处理反馈
426,573014,江淮汽车,瑞风S2,2016款 1.5L CVT 豪华型 双色版,江淮瑞风S2 TCU电脑模块故障报警,"B96,H170,I295,",2021-02-20,处理反馈
427,573013,华晨宝马,宝马3系,2021款 320Li M运动套装,华晨宝马3系新车行驶中转向灯不亮,"H82,",2021-02-20,信息审核
428,573012,奇瑞汽车,捷途X70 PLUS,2021款 1.5T 手动 林 7座,捷途X70 PLUS行驶时中控异响严重,"H93,",2021-02-20,用户评分
429,573011,广汽菲克Jeep,自由侠,2018款 互联大屏版 180TS 自动 高能版,广汽菲克Jeep自由侠车身抖动严重,"H268,",2021-02-20,厂家受理
430,573010,长安福特,蒙迪欧,2013款 1.5T 自动 GTDi180时尚型,长安福特蒙迪欧发动机节气门处存在大量机油,"A12,",2021-02-20,处理反馈
431,573009,海马汽车,海马8S,2019款 1.6TGDI 自动 潮版,海马8S厂家合伙人得奖励金活动未兑现,"L313,",2021-02-20,信息审核
432,573005,长安福特,翼虎,2018款 EcoBoost 180 两驱 豪翼型 改款,长安福特翼虎固特异轮胎起皮要求处理,"F186,",2021-02-20,处理反馈
433,573004,一汽-大众,探岳,2020款 330TSI 两驱 豪华智联版,一汽大众探岳漆面脱落颗粒捕捉器堵塞,"A114,H81,",2021-02-20,处理反馈
434,573000,上汽大众,途昂,2017款 380TSI 四驱 舒适版,上汽大众途昂变速箱故障报警无法挂入倒挡,"B20,B96,",2021-02-20,用户评分
435,572999,上汽大众,途观,2016款 300TSI 自动 四驱 豪华版,上汽大众途观四驱耦合器有异响和抖动,"H86,",2021-02-20,处理反馈
436,572998,上汽大众,途安,2018款 途安L 280TSI 自动 豪华版 7座,上汽大众途安变速器和转向异响4S店无法处理,"B33,D59,",2021-02-20,处理反馈
437,572997,江铃汽车,域虎7,2020款 2.0T 柴油 手动 四驱 舒享版 长轴 国VI JX4D20A6L,江铃域虎7前桥漏油希望尽快处理问题,"G51,",2021-02-20,信息审核
438,572994,长安福特,蒙迪欧,2013款 1.5T 自动 GTDi180时尚型,长安福特蒙迪欧进气管有机油 油箱无法加满,"A12,H271,",2021-02-20,用户评分
439,572993,北京奔驰,奔驰GLK,2014款 200 标准型 5座,北京奔驰GLK凸轮轴限位器磨损发动机报警,"A129,H234,",2021-02-20,处理反馈
440,572991,广汽本田,飞度,2014款 1.5L CVT LX舒适型,广汽本田飞度发动机启动困难要求解决,"A44,",2021-02-20,处理反馈
441,572990,东风日产,奇骏,2014款 2.0L XL CVT 两驱 舒适版,东风日产奇骏变速箱电磁阀故障无法行驶,"B33,B115,",2021-02-20,用户评分
442,572988,东风标致,标致308,2013款 1.6L 自动 风尚型,东风标致308方向盘晃动存在质量问题,"D80,D337,",2021-02-20,处理反馈
443,572985,一汽-大众奥迪,奥迪A4L,2019款 45 TFSI quattro 个性运动版 国VI,一汽大众奥迪A4L方向机故障 售后不予索赔,"D265,I297,",2021-02-20,信息审核
444,572984,一汽丰田,卡罗拉,2021款 1.2T S-CVT 豪华版,一汽丰田卡罗拉车机导航版本老旧,"H21,",2021-02-20,信息审核
445,572983,东风标致,标致408,2015款 1.2T 自动 豪华版,东风标致408更换正时皮带后烧机油严重,"A63,",2021-02-20,处理反馈
446,572982,一汽-大众奥迪,奥迪A4L,2020款 40 TFSI quattro 豪华动感型,一汽大众奥迪A4L油箱位置异响 中控屏异响,"H268,H93,H147,",2021-02-20,信息审核
447,572978,东风本田,艾力绅,2016款 2.4L 豪华版,东风本田艾力绅轻微转动方向出现异响,"D59,",2021-02-20,处理反馈
448,572975,东风本田,本田CR-V,2019款 240TURBO CVT 两驱 风尚版 国VI,东风本田CR-V发动机机油增多要求退车,"A339,",2021-02-20,处理反馈
449,572974,零跑汽车,零跑T03,2020款 400 豪华版,零跑T03涉及虚假宣传辅助驾驶功能缺失,"M279,",2021-02-20,信息审核
450,572968,一汽-大众奥迪,奥迪Q3,2017款 30 TFSI 时尚型,一汽大众奥迪Q3刹车盘异常磨损吃胎偏磨,"E239,G245,",2021-02-20,信息审核
451,572967,长安汽车,逸动XT,2018款 1.6L GDI 自动 风潮型 国V,长安逸动XT发动机盖以及车门多处生锈,"H79,",2021-02-20,用户评分
452,572964,福田,时代微卡,小卡之星,福田时代微卡排气管冒蓝烟多次维修未解决 ,"A114,",2021-02-20,信息审核
453,572962,东风日产,奇骏,2015款 2.0L CVT 舒适MAX版 2WD,东风日产奇骏变速箱故障无法行驶,"B115,",2021-02-20,处理反馈
454,572961,一汽-大众,迈腾,2018款 330TSI 尊贵型,一汽大众迈腾变速箱机电单元故障,"B115,",2021-02-20,用户评分
455,572959,上汽大众斯柯达,速派,2016款 TSI280 DSG 创行版,斯柯达速派变速箱故障报警 换挡机构故障,"B96,",2021-02-20,用户评分
456,572958,长安汽车,逸动XT,2018款 1.6L GDI 自动 风潮型 国V,长安逸动XT行驶时发动机异响噪音大,"A9,A38,",2021-02-20,用户评分
457,572956,北京现代,途胜,2018款 1.6T 双离合 两驱 15周年特别版,北京现代途胜中控屏故障厂家一直无货,"N318,",2021-02-20,处理反馈
458,572954,一汽丰田,RAV4荣放,2020款 2.5L CVT 两驱 精英版 双擎,一汽丰田RAV4荣放发动机舱进泥沙 车身异响,"H15,Q322,",2021-02-20,信息审核
459,572952,奔驰（进口）,奔驰GLC（进口）,2020款 GLC 260 4MATIC 轿跑SUV,进口奔驰GLC眼镜盒开关损坏4S店过度维修,"H168,J306,",2021-02-20,处理反馈
460,572951,一汽丰田,RAV4荣放,2016款 2.0L CVT 两驱 智尚版 国V,一汽丰田RAV4荣放前雾灯不亮希望给予解决,"H82,",2021-02-20,信息审核
461,572946,东风标致,标致408,2016款 1.6T 自动 豪华版,东风标致408发动机故障报警4S店未解决,"A34,A255,",2021-02-20,处理反馈
462,572942,一汽-大众,速腾,2021款 280TSI DSG 豪华智联版,一汽大众速腾没有坡道辅助功能与宣传不符,"M279,",2021-02-20,用户评分
463,572940,长城汽车,欧拉黑猫,2021款 301km 基础型,欧拉黑猫升级后无法使用充电桩预约充电,"O348,",2021-02-20,处理反馈
464,572939,东风标致,标致408,2015款 1.2T 自动 豪华版,标致408更换正时皮带后发动机抖动烧机油,"A24,A63,",2021-02-20,处理反馈
465,572937,一汽-大众,迈腾,2019款 330TSI DSG 豪华型 国V,一汽大众迈腾加速无力 变速箱异响顿挫,"B33,B19,B334,I295,",2021-02-20,处理反馈
466,572936,东风日产,轩逸,2012款 1.6L XE 自动 舒适版 经典,东风日产轩逸发动机异响售后收费不透明,"A9,K308,",2021-02-20,处理反馈
467,572935,东风本田,INSPIRE,2019款 锐·混动 2.0L 净雅版 国VI,东风本田INSPIRE发动机渗油要求解决,"A12,",2021-02-20,处理反馈
468,572934,上汽大众,途观L,2017款 330TSI 两驱 旗舰版,上汽大众途观L变速箱机电控制单元故障,"B96,B115,",2021-02-20,处理反馈
469,572933,广汽乘用车,传祺GS5,2019款 270T 自动 豪华版,广汽传祺GS5导航信号中断无法恢复连接,"E43,H21,H149,",2021-02-20,处理反馈
470,572932,一汽-大众,捷达,2017款 1.4L 手动 舒适型,一汽大众捷达变速箱冬天异响严重,"B33,",2021-02-20,处理反馈
471,572929,宝马（进口）,宝马X6,2020款 xDrive40i M运动套装,进口宝马X6更换机油泵后发动机异响,"A9,J300,",2021-02-20,信息审核
472,572925,上汽大众,途岳,2021款 280TSI 两驱 风尚版,上汽大众途岳收取金融服务费 刹车失灵,"E29,K307,",2021-02-20,处理反馈
473,572924,一汽-大众,探岳,2020款 330TSI 两驱 豪华智联版,一汽大众探岳颗粒捕捉器堵塞发动机油耗高,"A85,A114,",2021-02-20,处理反馈
474,572923,广汽丰田,雷凌,2019款 双擎 1.8H CVT 豪华版 国V,广汽丰田雷凌行驶时变速箱异响,"B33,",2021-02-20,信息审核
475,572921,一汽-大众奥迪,奥迪Q3,2019款 35 TFSI 进取动感型,一汽大众奥迪Q3邓禄普轮胎有裂痕存在质量问题,"F100,",2021-02-20,信息审核
476,572914,吉利汽车,帝豪GL,2018款 1.8L 手动 精英智联型,吉利帝豪GL转向沉重异响希望厂家处理,"D59,D156,",2021-02-20,用户评分
477,572912,吉利汽车,缤瑞,2018款 200T DCT 缤耀版,吉利缤瑞更换非原厂配件无维修记录,"J299,N319,",2021-02-20,处理反馈
478,572909,广汽丰田,凯美瑞,2015款 2.0G 自动 领先版,广汽丰田凯美瑞方向机故障时车辆跑偏,"D265,",2021-02-20,信息审核
479,572907,一汽-大众,速腾,2017款 230TSI 自动 舒适型,一汽大众速腾车内有刺鼻的异味越来越严重,"H185,",2021-02-20,处理反馈
